Player,AS_x,Season,Age,Team_x,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Rk_y,WS,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Player-additional_y
Isaiah Stewart,0,2022-23,21,DET,50,47,1414,195,441,128,236,67,205,110,149,115,288,403,70,20,34,68,133,567,0.442,0.542,0.327,0.738,0.56,0.518,619,2,113,118,1.1,0.9,0.068,-1,-1.1,-2.1,0,13.1,8.7,23.3,15.8,7.3,0.7,2.1,11.8,17.3,F-C,stewais01
Max Strus,0,2022-23,26,MIA,80,33,2272,324,790,127,227,197,563,78,89,49,209,258,171,42,12,70,166,923,0.41,0.559,0.35,0.876,0.557,0.535,620,3.4,113,117,1.5,1.9,0.071,-0.8,-0.9,-1.7,0.2,10.8,2.4,11.2,6.7,11.2,0.9,0.5,7.8,17.6,G,strusma01
Jalen Suggs,0,2022-23,21,ORL,53,19,1246,186,444,120,242,66,202,86,119,55,106,161,155,67,27,94,120,524,0.419,0.496,0.327,0.723,0.528,0.493,621,1.4,104,113,-0.2,1.5,0.053,-1.8,0.8,-1,0.3,12.5,5,9.6,7.3,18,2.6,2.1,15.9,20.3,G,suggsja01
Edmond Sumner,0,2022-23,27,BRK,53,12,736,124,269,93,182,31,87,99,108,13,66,79,68,31,10,50,83,378,0.461,0.511,0.356,0.917,0.597,0.519,622,1.3,112,115,0.6,0.7,0.086,-2.4,-0.2,-2.6,-0.1,14,2,9.9,6,13.3,2.1,1.2,13.6,22.1,G,sumneed01
Jayson Tatum,1,2022-23,24,BOS,74,74,2732,727,1559,487,873,240,686,531,622,78,571,649,342,78,51,213,160,2225,0.466,0.558,0.35,0.854,0.607,0.543,623,10.5,118,110,6.2,4.3,0.185,4.8,0.7,5.5,5.1,23.7,3.2,22.5,13,20.9,1.4,1.6,10.4,32.7,F,tatumja01
Klay Thompson,0,2022-23,32,GSW,69,69,2279,546,1252,245,521,301,731,116,132,39,247,286,163,49,29,123,130,1509,0.436,0.47,0.412,0.879,0.576,0.556,624,3.1,110,117,1.2,1.9,0.066,1.5,-1.7,-0.3,1,14.7,1.9,11.7,6.9,11,1,1.1,8.6,26.4,G-F,thompkl01
Matisse Thybulle,0,2022-23,25,PHIPOR,71,28,1200,110,253,56,105,54,148,19,28,40,100,140,53,83,32,24,113,293,0.435,0.533,0.365,0.679,0.552,0.542,625,2.1,114,113,0.6,1.5,0.086,-2.7,2.2,-0.5,0.4,10.5,3.9,9.7,6.8,5.9,3.4,2.4,8.3,10.6,G,thybuma01
Xavier Tillman Sr.,0,2022-23,24,MEM,61,29,1180,188,306,184,291,4,15,49,89,121,186,307,96,58,29,44,97,429,0.614,0.632,0.267,0.551,0.621,0.621,626,4.2,129,109,2.3,1.9,0.171,0.3,1.7,1.9,1.2,17.3,10.9,16.7,13.8,10.9,2.3,2.2,11.3,13.7,F,tillmxa01
Karl-Anthony Towns,0,2022-23,27,MIN,29,29,957,212,428,152,264,60,164,118,135,48,188,236,140,20,17,86,111,602,0.495,0.576,0.366,0.874,0.618,0.565,627,2.7,117,114,1.5,1.1,0.133,2.1,0.9,3,1.2,18.8,5.7,21.6,13.8,22,1,1.5,15,25.6,C-F,townska01
Gary Trent Jr.,0,2022-23,24,TOR,66,44,2118,405,935,239,485,166,450,172,205,30,143,173,106,104,14,55,102,1148,0.433,0.493,0.369,0.839,0.56,0.522,628,4.5,116,116,2.5,2,0.102,0.2,0,0.2,1.2,15,1.5,8.2,4.6,7.4,2.4,0.6,5.1,21.7,G,trentga02
P.J. Tucker,0,2022-23,37,PHI,75,75,1920,96,225,41,85,55,140,19,23,95,200,295,60,39,15,44,180,266,0.427,0.482,0.393,0.826,0.566,0.549,629,2.5,117,116,0.9,1.7,0.064,-3.2,0.2,-3,-0.5,5.7,5.9,12.1,9.1,3.9,1,0.7,15.8,6.5,F,tuckepj01
Myles Turner,0,2022-23,26,IND,62,62,1825,402,733,309,484,93,249,216,276,88,378,466,89,36,140,103,215,1113,0.548,0.638,0.373,0.783,0.651,0.612,630,5.4,121,114,3.4,2,0.142,1.4,0.7,2.1,1.9,20,5.4,22.9,14.2,7.5,0.9,6.6,10.8,22,C-F,turnemy01
Jonas Valančiūnas,0,2022-23,30,NOP,79,79,1968,446,816,408,707,38,109,185,224,225,579,804,140,20,52,159,245,1115,0.547,0.577,0.349,0.826,0.61,0.57,631,5.8,116,110,2.8,3,0.142,0,-0.4,-0.4,0.8,19.3,13,33.3,23.1,11.1,0.5,2.5,14.8,23.4,C,valanjo01
Jarred Vanderbilt,0,2022-23,23,LALUTA,78,65,1879,247,451,218,361,29,90,96,139,170,412,582,184,83,21,97,190,619,0.548,0.604,0.322,0.691,0.604,0.58,632,5.2,123,112,2.7,2.5,0.132,-0.6,1.6,1.1,1.5,15.1,10,23.2,16.7,13.1,2.1,0.9,15.9,13.6,F,vandeja01
Fred VanVleet,0,2022-23,28,TOR,69,69,2535,437,1112,230,506,207,606,254,283,30,250,280,495,123,38,140,193,1335,0.393,0.455,0.342,0.898,0.54,0.486,633,6.5,117,114,3.7,2.8,0.123,2,0.5,2.5,2.9,17,1.2,12,6.3,28.1,2.4,1.5,10.2,23.2,G,vanvlfr01
Devin Vassell,0,2022-23,22,SAS,38,32,1178,261,595,158,329,103,266,78,100,8,140,148,136,43,17,57,57,703,0.439,0.48,0.387,0.78,0.55,0.525,634,1.2,110,120,0.7,0.5,0.051,1.3,-0.9,0.4,0.7,15.5,0.7,13.5,6.9,17.3,1.7,1.2,8.2,24.4,G-F,vassede01
Gabe Vincent,0,2022-23,26,MIA,68,34,1759,228,567,111,217,117,350,68,78,27,118,145,167,62,5,92,154,641,0.402,0.512,0.334,0.872,0.533,0.505,635,1.4,104,115,-0.3,1.7,0.038,-3.1,-0.3,-3.4,-0.6,9,1.7,8.1,4.8,13.9,1.8,0.3,13.3,17.5,G,vincega01
Nikola Vučević,0,2022-23,32,CHI,82,82,2746,597,1148,476,801,121,347,132,158,159,744,903,265,60,57,139,179,1447,0.52,0.594,0.349,0.835,0.594,0.573,636,8.3,117,110,3.9,4.4,0.145,1.9,0.7,2.7,3.2,19.1,6.7,30.2,18.6,14.6,1.1,2,10.2,21.9,C,vucevni01
Dean Wade,0,2022-23,26,CLE,44,13,891,73,177,28,50,45,127,15,23,20,130,150,37,28,21,17,89,206,0.412,0.56,0.354,0.652,0.55,0.54,637,1.8,113,110,0.4,1.4,0.097,-2.9,2.1,-0.7,0.3,8.5,2.6,17.2,9.9,5.4,1.6,2.2,8.3,10.2,F,wadede01
Franz Wagner,0,2022-23,21,ORL,80,80,2609,542,1118,412,758,130,360,271,322,70,259,329,283,77,17,167,183,1485,0.485,0.544,0.361,0.842,0.589,0.543,638,5.4,115,116,3.1,2.3,0.099,0.4,-0.5,-0.1,1.3,15.9,3,11.2,7.1,17.2,1.4,0.6,11.7,23.5,G-F,wagnefr01
Moritz Wagner,0,2022-23,25,ORL,57,18,1109,198,396,147,233,51,163,153,182,69,190,259,84,37,13,68,136,600,0.5,0.631,0.313,0.841,0.63,0.564,639,3.4,122,114,2.1,1.3,0.149,0.4,0.2,0.6,0.7,17.4,7,19.4,13.2,11.5,1.6,1.1,12.5,21.1,F-C,wagnemo01
Lonnie Walker IV,0,2022-23,24,LAL,56,32,1297,236,527,145,278,91,249,91,106,14,95,109,64,30,17,46,71,654,0.448,0.522,0.365,0.858,0.57,0.534,640,1.8,111,117,0.8,1,0.066,-0.9,-0.5,-1.4,0.2,12.2,1.2,7.6,4.5,7,1.1,1.1,7.4,20.2,G,walkelo01
P.J. Washington,0,2022-23,24,CHO,73,73,2380,434,978,285,550,149,428,127,174,73,285,358,175,66,79,110,193,1144,0.444,0.518,0.348,0.73,0.542,0.52,641,2.6,107,116,0.4,2.2,0.052,-1,-0.3,-1.3,0.4,12.9,3.2,13,8,11,1.3,2.9,9.4,20.6,F,washipj01
Trendon Watford,0,2022-23,22,POR,62,12,1182,181,323,156,259,25,64,72,100,42,196,238,130,32,12,71,118,459,0.56,0.602,0.391,0.72,0.625,0.599,642,2.1,118,119,1.3,0.7,0.084,-1.4,-0.4,-1.8,0.1,13.6,4.1,19.2,11.6,16,1.3,0.9,16.2,16.1,F,watfotr01
Russell Westbrook,0,2022-23,34,LACLAL,73,24,2126,432,991,343,705,89,286,206,314,89,334,423,551,76,33,255,162,1159,0.436,0.487,0.311,0.656,0.513,0.481,643,1.9,104,113,-0.6,2.6,0.044,0.3,-0.1,0.2,1.2,16.1,4.7,16.5,10.8,38.6,1.7,1.3,18.4,27.7,G,westbru01
Derrick White,0,2022-23,28,BOS,82,70,2319,350,758,201,367,149,391,168,192,52,241,293,321,54,76,95,177,1017,0.462,0.548,0.381,0.875,0.604,0.56,644,7.4,124,112,4.4,3.1,0.154,1.1,1.3,2.4,2.6,15.4,2.5,11.2,6.9,19.4,1.1,2.8,10.1,17.7,G,whitede01
Aaron Wiggins,0,2022-23,24,OKC,70,14,1297,186,363,138,241,48,122,59,71,68,142,210,80,39,15,55,110,479,0.512,0.573,0.393,0.831,0.607,0.579,645,2.6,119,116,1.4,1.2,0.097,-1.5,-0.5,-2.1,0,12.2,5.5,12,8.7,8.3,1.4,1.1,12.2,14.5,G,wiggiaa01
Andrew Wiggins,0,2022-23,27,GSW,37,37,1190,250,529,161,304,89,225,44,72,61,125,186,85,45,28,48,107,633,0.473,0.53,0.396,0.611,0.564,0.557,646,2.3,113,114,1,1.3,0.091,-0.1,-0.4,-0.5,0.5,14.7,5.7,11.3,8.6,10.5,1.8,2.1,7.9,21.5,F-G,wiggian01
Grant Williams,0,2022-23,24,BOS,79,23,2045,216,476,101,185,115,291,94,122,87,276,363,131,41,31,82,192,641,0.454,0.546,0.395,0.77,0.605,0.575,647,4.4,118,113,1.9,2.6,0.104,-1.8,0.7,-1.1,0.5,10.3,4.7,14.5,9.7,8.4,1,1.3,13.4,13.1,F,willigr01
Jalen Williams,0,2022-23,21,OKC,75,62,2276,414,794,341,589,73,205,155,191,84,253,337,248,103,35,123,191,1056,0.521,0.579,0.356,0.812,0.601,0.567,648,5.6,118,114,3,2.6,0.119,-0.4,0.7,0.3,1.3,15.6,3.9,12.2,7.9,15.4,2.1,1.4,12.3,18.4,G,willija06
Jaylin Williams,0,2022-23,20,OKC,49,36,914,102,234,56,121,46,113,38,54,44,197,241,76,28,12,37,111,288,0.436,0.463,0.407,0.704,0.559,0.534,649,1.9,115,112,0.7,1.2,0.099,-2.3,0.6,-1.7,0.1,11.2,5.1,23.6,14.1,10.7,1.5,1.2,12.6,13.5,F,willija07
Kenrich Williams,0,2022-23,28,OKC,53,10,1206,179,346,129,212,50,134,17,39,97,164,261,105,45,14,32,112,425,0.517,0.608,0.373,0.436,0.585,0.59,650,3.3,126,114,2,1.3,0.133,0.1,0.4,0.5,0.8,14.4,8.5,14.9,11.6,11.7,1.8,1.1,8.1,13.7,G-F,willike04
Mark Williams,0,2022-23,21,CHO,43,17,828,160,251,160,251,0,0,67,97,93,211,304,18,28,45,40,94,387,0.637,0.637,,0.691,0.659,0.637,651,2.8,125,110,1.5,1.3,0.163,-0.5,0.6,0.1,0.4,19.8,11.7,27.7,19.6,3.3,1.6,4.7,12,17,C,willima07
Patrick Williams,0,2022-23,21,CHI,82,65,2323,314,677,199,400,115,277,90,105,78,249,327,100,72,70,101,147,833,0.464,0.498,0.415,0.857,0.576,0.549,652,3.5,108,113,0.5,3,0.072,-1.7,0.4,-1.3,0.4,11.2,3.9,12,8,5.8,1.5,2.9,12.3,15.7,F,willipa01
Robert Williams,0,2022-23,25,BOS,35,20,824,127,170,127,169,0,1,25,41,104,188,292,50,22,48,34,68,279,0.747,0.751,0,0.61,0.742,0.747,653,3.8,143,107,2.3,1.6,0.224,1,2.4,3.3,1.1,19.8,14,24.5,19.3,8.5,1.3,5,15.3,11.8,C-F,williro04
Zion Williamson,1,2022-23,22,NOP,29,29,956,285,469,278,450,7,19,177,248,58,144,202,133,32,16,99,65,754,0.608,0.618,0.368,0.714,0.652,0.615,654,3.6,120,112,2.3,1.2,0.18,4.8,1,5.8,1.9,25.2,6.9,17,12,24.4,1.6,1.6,14.6,30.4,F-C,willizi01
Justise Winslow,0,2022-23,26,POR,29,11,776,81,198,67,153,14,45,20,28,49,96,145,98,30,11,43,89,196,0.409,0.438,0.311,0.714,0.466,0.444,655,0.4,104,118,-0.1,0.5,0.022,-3.4,0.6,-2.8,-0.2,9.3,7.2,14.3,10.7,17.2,1.9,1.3,17,14.2,F,winslju01
James Wiseman,0,2022-23,21,DETGSW,45,22,867,189,339,185,319,4,20,68,97,73,194,267,30,7,27,51,108,450,0.558,0.58,0.2,0.701,0.589,0.563,656,1.4,112,116,0.7,0.7,0.077,-2.1,-1.4,-3.5,-0.3,15.6,9.2,25.2,17,5.5,0.4,2.7,11.8,21.2,C,wisemja01
Christian Wood,0,2022-23,27,DAL,67,17,1738,396,769,291,490,105,279,217,281,87,404,491,121,30,72,121,169,1114,0.515,0.594,0.376,0.772,0.624,0.583,657,4.8,116,113,2.7,2.1,0.132,1.9,-0.3,1.7,1.6,20.6,5.8,27.4,16.4,11.7,0.9,3.7,11.9,26.4,F,woodch01
Delon Wright,0,2022-23,30,WAS,50,14,1221,138,291,97,172,41,119,52,60,58,122,180,194,92,17,44,59,369,0.474,0.564,0.345,0.867,0.581,0.545,658,3.7,127,112,2.1,1.6,0.146,0.4,3.1,3.4,1.7,16.3,5.5,10.7,8.2,20.9,3.7,1.2,12.2,12.9,G,wrighde01
Trae Young,0,2022-23,24,ATL,73,73,2541,597,1390,443,930,154,460,566,639,56,161,217,741,80,9,300,104,1914,0.429,0.476,0.335,0.886,0.573,0.485,659,6.7,116,119,5.3,1.4,0.126,5.3,-2,3.3,3.4,22,2.4,7,4.7,42.5,1.5,0.3,15.2,32.6,G,youngtr01
Ivica Zubac,0,2022-23,25,LAC,76,76,2170,326,514,326,512,0,2,166,238,236,520,756,77,29,98,117,219,818,0.634,0.637,0,0.697,0.661,0.634,660,6.7,125,112,3.8,2.9,0.149,-1.1,0.2,-0.9,0.6,16.7,12.3,26.5,19.5,5.1,0.7,4,15.9,14.8,C,zubaciv01
Precious Achiuwa,0,2021-22,22,TOR,73,28,1725,265,603,209,447,56,156,78,131,146,327,473,82,37,41,84,151,664,0.439,0.468,0.359,0.595,0.503,0.486,661,2.5,105,110,0.4,2.1,0.07,-2,-0.6,-2.6,-0.2,12.7,8.7,21.7,14.9,6.9,1.1,2.3,11.3,18.5,F,achiupr01
Steven Adams,0,2021-22,28,MEM,76,75,1999,210,384,210,383,0,1,108,199,349,411,760,256,65,60,115,153,528,0.547,0.548,0,0.543,0.56,0.547,662,6.8,125,108,3.8,3,0.163,1,1,2,2,17.6,17.9,22,19.9,16.1,1.6,2.7,19.6,12,C,adamsst01
Bam Adebayo,0,2021-22,24,MIA,56,56,1825,406,729,406,723,0,6,256,340,137,427,564,190,80,44,148,171,1068,0.557,0.562,0,0.753,0.608,0.557,663,7.2,117,104,3.6,3.5,0.188,1.7,2.1,3.8,2.7,21.8,8.7,26.1,17.5,17.5,2.2,2.6,14.4,25,C-F,adebaba01
Nickeil Alexander-Walker,0,2021-22,23,NOPUTA,65,21,1466,253,680,148,342,105,338,81,109,37,150,187,156,46,23,93,103,692,0.372,0.433,0.311,0.743,0.475,0.449,664,0.1,98,114,-1.1,1.1,0.003,-1.8,-1.1,-2.9,-0.3,10.5,2.7,11.5,7.1,16.1,1.5,1.5,11.3,24.1,G,alexani01
Grayson Allen,0,2021-22,26,MIL,66,61,1805,255,569,96,180,159,389,64,74,32,190,222,100,46,18,43,96,733,0.448,0.533,0.409,0.865,0.609,0.588,665,4.2,122,114,2.8,1.4,0.11,0.6,-0.2,0.4,1.1,12.7,1.9,10.9,6.5,7.6,1.2,1,6.7,15.2,G,allengr01
Jarrett Allen,1,2021-22,23,CLE,56,56,1810,369,545,368,535,1,10,165,233,192,410,602,92,44,75,94,97,904,0.677,0.688,0.1,0.708,0.698,0.678,666,8.5,132,106,5.4,3,0.224,2.7,1.2,3.9,2.7,23,12,24.5,18.4,8.2,1.2,3.7,12.7,18.1,C-F,allenja01
Kyle Anderson,0,2021-22,28,MEM,69,11,1484,209,469,173,360,36,109,67,105,69,299,368,183,77,45,71,108,521,0.446,0.481,0.33,0.638,0.506,0.484,667,3.5,110,106,1,2.5,0.113,-0.9,2.1,1.2,1.2,14.4,4.8,21.6,13,16.2,2.5,2.7,12.1,16.2,F-G,anderky01
Giannis Antetokounmpo,1,2021-22,27,MIL,67,67,2204,689,1245,618,1003,71,242,553,766,134,644,778,388,72,91,219,212,2002,0.553,0.616,0.293,0.722,0.633,0.582,668,12.9,124,106,9.2,3.7,0.281,7.6,3.5,11.2,7.4,32.1,6.6,30.4,18.7,31.7,1.6,4,12.2,34.9,F-G,antetgi01
Cole Anthony,0,2021-22,21,ORL,65,65,2059,357,912,225,521,132,391,216,253,32,316,348,369,46,17,170,171,1062,0.391,0.432,0.338,0.854,0.519,0.464,669,1.6,103,114,-0.1,1.7,0.038,-0.6,-0.6,-1.2,0.4,13.5,1.6,16.2,8.9,28.9,1.1,0.8,14.2,25.1,G,anthoco01
OG Anunoby,0,2021-22,24,TOR,48,48,1728,309,697,194,380,115,317,89,118,74,190,264,125,71,25,80,131,822,0.443,0.511,0.363,0.754,0.549,0.526,670,3.7,112,111,1.8,1.9,0.104,0.4,0.1,0.5,1.1,14.8,4.4,12.6,8.3,11,2.1,1.4,9.7,20.5,F,anunoog01
Deandre Ayton,0,2021-22,23,PHO,58,58,1713,442,697,435,678,7,19,106,142,149,444,593,84,40,40,91,142,997,0.634,0.642,0.368,0.746,0.656,0.639,671,7.3,124,105,4.1,3.1,0.203,2.2,0.6,2.8,2.1,21.9,9.6,27.1,18.6,7.6,1.1,2.1,10.7,21.4,C,aytonde01
Marvin Bagley III,0,2021-22,22,DETSAC,48,25,1153,225,446,202,349,23,97,67,101,105,233,338,36,22,18,39,93,540,0.504,0.579,0.237,0.663,0.551,0.53,672,2,112,114,1.2,0.9,0.084,-0.5,-1.8,-2.3,-0.1,15.7,9.7,22.7,16,5.2,0.9,1.4,7.4,19.8,F-C,baglema01
LaMelo Ball,1,2021-22,20,CHO,75,75,2422,538,1254,318,689,220,565,212,243,108,393,501,571,119,30,245,237,1508,0.429,0.462,0.389,0.872,0.554,0.517,673,5.8,111,112,3.4,2.5,0.116,3.3,0.1,3.4,3.3,19.7,4.7,17.4,11,35.7,2.4,1.2,15.3,28.2,G,ballla01
Lonzo Ball,0,2021-22,24,CHI,35,35,1212,162,383,52,123,110,260,21,28,35,155,190,178,64,31,82,85,455,0.423,0.423,0.423,0.75,0.575,0.567,674,2.2,110,111,0.8,1.4,0.088,0.9,1.6,2.5,1.4,14.5,3.3,14.3,8.8,20,2.6,2.2,17.2,17.4,G,balllo01
Mo Bamba,0,2021-22,23,ORL,71,69,1824,296,617,189,336,107,281,57,73,148,424,572,85,38,118,77,182,756,0.48,0.563,0.381,0.781,0.582,0.566,675,4.5,113,108,1.8,2.7,0.118,-0.2,0.9,0.7,1.2,16.5,8.5,24.6,16.5,7.4,1,5.9,10.6,17.2,C,bambamo01
Desmond Bane,0,2021-22,23,MEM,76,76,2266,508,1101,280,578,228,523,140,155,46,288,334,208,92,29,111,196,1384,0.461,0.484,0.436,0.903,0.592,0.565,676,7.2,119,110,4.5,2.7,0.153,2.5,0.3,2.7,2.7,17.6,2.1,13.6,7.7,13.5,1.9,1.1,8.7,23.1,G,banede01
Harrison Barnes,0,2021-22,29,SAC,77,77,2580,391,834,249,474,142,360,341,413,82,350,432,186,53,14,118,94,1265,0.469,0.525,0.394,0.826,0.623,0.554,677,6,121,118,5,1,0.112,1.5,-1.3,0.2,1.4,15.7,3.4,14.9,9.1,10.5,1,0.5,10.4,18.8,F,barneha02
Scottie Barnes,0,2021-22,20,TOR,74,74,2617,459,932,401,739,58,193,158,215,195,362,557,256,80,55,136,192,1134,0.492,0.543,0.301,0.735,0.552,0.524,678,6.6,116,111,3.7,2.9,0.122,0.5,0.4,0.9,1.9,16.3,7.7,15.8,11.5,14.7,1.5,2.1,11.7,19,G-F,barnesc01
RJ Barrett,0,2021-22,21,NYK,70,70,2417,487,1194,349,790,138,404,290,406,66,342,408,208,43,16,151,142,1402,0.408,0.442,0.342,0.714,0.511,0.466,679,2.3,103,113,0.1,2.2,0.046,-0.3,-1.3,-1.6,0.2,13.7,2.9,15.5,9.1,14.9,0.9,0.7,9.9,27.6,G-F,barrerj01
Keita Bates-Diop,0,2021-22,26,SAS,59,14,957,136,263,119,208,17,55,46,61,62,169,231,41,27,14,45,61,335,0.517,0.572,0.309,0.754,0.578,0.549,680,1.6,111,112,0.6,1,0.08,-2.1,-0.5,-2.6,-0.1,12.4,6.8,18.7,12.7,5.7,1.4,1.2,13.4,14.8,F,bateske01
Nicolas Batum,0,2021-22,33,LAC,59,54,1463,179,387,71,117,108,270,25,38,29,225,254,100,58,42,40,80,491,0.463,0.607,0.4,0.658,0.608,0.602,681,3.7,118,109,1.6,2.1,0.123,0.5,1.9,2.3,1.6,13.5,2.2,15.8,9.2,9.7,1.9,2.4,9,13.3,F-G,batumni01
Kent Bazemore,0,2021-22,32,LAL,39,14,545,45,139,16,59,29,80,13,17,13,56,69,34,25,9,21,70,132,0.324,0.271,0.363,0.765,0.451,0.428,682,0.1,93,113,-0.4,0.5,0.006,-5.1,0.8,-4.3,-0.3,6,2.6,11,6.8,8.1,2.2,1.5,12.5,13.2,G-F,bazemke01
Darius Bazley,0,2021-22,21,OKC,69,53,1924,274,649,194,380,80,269,117,170,71,365,436,97,58,70,90,68,745,0.422,0.511,0.297,0.688,0.515,0.484,683,1.8,101,111,-0.5,2.2,0.044,-2.1,0.3,-1.8,0.1,12.6,3.7,19.8,11.6,7.7,1.5,3.4,11.1,18.3,F,bazleda01
Bradley Beal,0,2021-22,28,WAS,40,40,1439,348,771,285,561,63,210,169,203,38,151,189,265,36,15,135,95,928,0.451,0.508,0.3,0.833,0.539,0.492,684,1.4,106,117,0.6,0.7,0.046,2,-1.2,0.8,1,17.5,3,11.4,7.3,30.8,1.2,0.9,13.6,30.8,G,bealbr01
Malik Beasley,0,2021-22,25,MIN,79,18,1976,332,850,92,213,240,637,49,60,26,201,227,116,43,12,43,88,953,0.391,0.432,0.377,0.817,0.544,0.532,685,2.9,111,116,1.7,1.2,0.069,0.7,-1.5,-0.7,0.7,11.9,1.4,11.2,6.2,8.5,1,0.6,4.7,19.4,G,beaslma01
DeAndre' Bembry,0,2021-22,27,BRKMIL,56,20,1026,124,221,109,185,15,36,21,35,42,121,163,66,49,25,31,113,284,0.561,0.589,0.417,0.6,0.601,0.595,686,2.2,119,112,1.1,1.1,0.104,-2.2,1.5,-0.7,0.3,11.9,4.6,12.5,8.6,8.6,2.3,2.2,11.6,11.2,F,bembrde01
Patrick Beverley,0,2021-22,33,MIN,58,54,1476,177,436,94,194,83,242,96,133,62,178,240,268,67,52,73,174,533,0.406,0.485,0.343,0.722,0.539,0.501,687,4.1,119,111,2.3,1.7,0.132,0.6,2.1,2.7,1.7,14.8,4.4,13.2,8.7,24.5,2.2,3.4,12.9,16.1,G,beverpa01
Saddiq Bey,0,2021-22,22,DET,82,82,2704,450,1136,239,526,211,610,210,254,107,334,441,233,73,16,96,128,1321,0.396,0.454,0.346,0.827,0.529,0.489,688,4,110,116,2.4,1.6,0.071,0.9,-1.2,-0.3,1.2,14,4.1,14.1,8.8,13.8,1.3,0.5,7.1,21.3,F,beysa01
Khem Birch,0,2021-22,29,TOR,55,28,991,97,200,97,186,0,14,53,71,122,117,239,56,30,26,29,104,247,0.485,0.522,0,0.746,0.534,0.485,689,2.6,124,111,1.5,1.1,0.126,-1.7,0.4,-1.3,0.2,13.2,12.7,13.5,13.1,7.6,1.5,2.6,11.1,11.2,C-F,birchkh01
Goga Bitadze,0,2021-22,22,IND,50,16,729,131,252,108,172,23,80,64,94,79,98,177,55,21,42,46,107,349,0.52,0.628,0.288,0.681,0.595,0.565,690,1.9,118,114,1.3,0.6,0.122,-0.2,-0.6,-0.8,0.2,18,11.9,15.3,13.5,11.2,1.4,5,13.6,19.9,C,bitadgo01
Bogdan Bogdanović,0,2021-22,29,ATL,63,27,1848,342,794,173,335,169,459,97,115,29,221,250,194,68,14,70,132,950,0.431,0.516,0.368,0.843,0.562,0.537,691,3.7,114,116,2.5,1.2,0.095,1.5,-0.2,1.3,1.5,15.4,1.7,13,7.4,15.5,1.8,0.7,7.7,21.6,G,bogdabo01
Bojan Bogdanović,0,2021-22,32,UTA,69,69,2131,422,928,241,460,181,468,223,260,58,238,296,120,34,1,118,116,1248,0.455,0.524,0.387,0.858,0.599,0.552,692,5.2,116,115,3.6,1.6,0.118,1.6,-1.6,0,1.1,15.7,3.1,11.8,7.6,8.7,0.8,0,10.2,23.7,G-F,bogdabo02
Devin Booker,1,2021-22,25,PHO,68,68,2345,662,1421,479,943,183,478,315,363,45,297,342,329,77,26,162,180,1822,0.466,0.508,0.383,0.868,0.576,0.53,693,7.6,113,109,4.3,3.3,0.156,3.9,0.2,4.1,3.6,21.3,2.1,13.2,7.8,22.4,1.6,1,9.3,32,G,bookede01
Mikal Bridges,0,2021-22,25,PHO,82,82,2854,458,858,343,546,115,312,131,157,74,273,347,185,96,36,68,150,1162,0.534,0.628,0.369,0.834,0.627,0.601,694,8.9,125,110,5.2,3.7,0.15,0.5,1.1,1.6,2.6,14.4,2.9,10,6.5,8.7,1.6,1.1,6.8,15,F-G,bridgmi01
Miles Bridges,0,2021-22,23,CHO,80,80,2837,596,1214,442,749,154,465,267,333,90,469,559,300,74,67,150,193,1613,0.491,0.59,0.331,0.802,0.593,0.554,695,7.2,117,114,5,2.3,0.123,1.8,-0.3,1.5,2.5,17.9,3.3,17.8,10.4,15.7,1.3,2.2,9.9,22.6,G-F,bridgmi02
Oshae Brissett,0,2021-22,23,IND,67,25,1564,208,506,125,269,83,237,114,164,108,250,358,72,44,29,54,116,613,0.411,0.465,0.35,0.695,0.53,0.493,696,2.2,112,116,1.4,0.9,0.069,-0.5,-1.7,-2.2,-0.1,12.9,7.6,18.1,12.8,6.4,1.4,1.6,8.5,17.3,F,brissos01
Malcolm Brogdon,0,2021-22,29,IND,36,36,1206,243,543,185,357,58,186,143,167,33,152,185,212,30,14,77,71,687,0.448,0.518,0.312,0.856,0.557,0.501,697,2.7,116,118,2.2,0.4,0.106,2.8,-0.5,2.3,1.3,18,3,14.3,8.6,26.9,1.2,1,11.1,24.6,G,brogdma01
Armoni Brooks,0,2021-22,23,HOUTOR,54,11,844,98,289,24,40,74,249,18,21,20,83,103,62,28,11,27,74,288,0.339,0.6,0.297,0.857,0.483,0.467,698,0.2,101,117,-0.1,0.4,0.014,-2.6,-1.3,-3.9,-0.4,8.4,2.5,10.9,6.7,10.4,1.6,1.2,8.3,16.4,G,brookar01
Dillon Brooks,0,2021-22,26,MEM,32,31,885,227,526,181,377,46,149,90,106,29,73,102,88,36,8,50,105,590,0.432,0.48,0.309,0.849,0.515,0.475,699,1.6,108,112,0.7,0.9,0.087,-1,-0.8,-1.8,0,15.5,3.4,8.8,6,15.4,1.9,0.8,8,28.8,F-G,brookdi01
